sim rep samples_pop1 samples_pop2 read_depth fst ne_pop1 acc_pop1 ne_pop2 acc_pop2
126 5 50 100 10 0.00454 48.153664 0.92 97.01356 0.98
205 1 50 100 1 0.00275 17.448404 0.42 36.252895 1
143 5 10 100 5 0.00352 7.1178613 0 85.70824 1
217 1 10 10 1 -0.00062 2.398185 0.2 2.3908916 0.5
152 3 50 100 5 0.00374 42.46518 0.8 85.60594 0.98
149 5 50 50 5 0.00422 42.624496 0.94 42.558895 0.9
174 5 50 10 10 0.00244 48.51261 1 8.32267 0
107 5 100 100 5 0.00585 85.49943 0.95 85.49843 0.96
150 5 50 50 10 0.00333 48.422726 0.92 48.447876 0.82
210 1 100 10 10 0.00336 97.01998 1 8.27999 0.1
191 5 10 10 5 0.00179 7.4144793 0.7 7.4634404 0.6
153 3 50 100 10 0.00398 48.26693 0.84 97.01559 0.99
209 1 100 10 5 0.00166 85.69624 1 7.204642 0
108 5 100 100 10 0.006 96.98166 0.98 96.96722 1
192 5 10 10 10 -0.00013 8.721704 0.4 8.662051 0.3
132 5 100 50 10 0.0052 97.00456 0.98 48.247444 0.94
184 2 100 50 1 0.00293 36.26908 1 17.453388 0.4
218 1 10 10 5 0.00261 7.39787 0.8 7.31662 0.8
177 4 50 50 10 0.00445 48.4236 0.92 48.405994 0.98
202 2 50 50 1 0.00242 17.595093 0.82 17.617966 0.82
185 2 100 50 5 0.00337 85.6432 0.99 42.45572 0.78
130 5 100 50 1 0.00447 36.195755 0.99 17.34111 0.72
219 1 10 10 10 0.00223 8.537995 0.7 8.50827 0.8
176 4 50 50 5 0.00279 42.63348 0.92 42.709816 0.9
190 5 10 10 1 0.0023 2.373384 0.7 2.3697407 0.6
193 3 10 50 1 0.00402 2.4116912 0 17.717852 1
197 2 10 100 5 0.00416 7.0757117 0.1 85.72917 1
203 2 50 50 5 0.00352 42.69236 0.84 42.673855 0.88
198 2 10 100 10 0.00211 8.277722 0.1 97.02658 1
199 3 50 10 1 0.00338 17.698986 1 2.3975976 0
200 3 50 10 5 0.00153 42.839497 0.98 7.275598 0.2
201 3 50 10 10 0.00279 48.504253 1 8.294949 0.1
196 2 10 100 1 0.00519 2.3873656 0 36.318718 1
106 5 100 100 1 0.0062 35.964115 0.98 35.910824 0.98
195 3 10 50 10 0.00378 8.26838 0.1 48.51078 1
169 4 10 100 1 0.00351 2.4044752 0 36.323074 1
217 2 10 10 1 0.00036 2.4136384 0.4 2.3781326 0.6
194 3 10 50 5 0.00281 7.1843266 0 42.829 1
204 2 50 50 10 0.00272 48.47357 0.84 48.40671 0.88
182 3 100 10 5 0.00366 85.69156 1 7.1877456 0
154 4 100 10 1 0.00337 36.300697 1 2.3998945 0
173 4 50 10 5 0.0041 42.807884 1 7.1470957 0.2
142 5 10 100 1 0.00374 2.3842616 0 36.303547 1
186 2 100 50 10 0.0029 97.01965 0.99 48.381603 0.76
226 1 50 10 1 0.00473 17.718115 1 2.389788 0
220 1 10 50 1 0.00178 2.405615 0 17.7161 1
183 3 100 10 10 0.00571 97.01779 1 8.071821 0.2
218 2 10 10 5 0.00388 7.3559327 0.7 7.3864455 0.8
222 1 10 50 10 0.00304 8.237897 0.2 48.50785 0.96
221 1 10 50 5 0.00172 7.2396555 0 42.806293 1
212 1 100 50 5 0.00299 85.69986 0.94 42.573406 0.72
170 4 10 100 5 0.00292 7.223102 0 85.72088 1
219 2 10 10 10 0.00198 8.52762 0.8 8.54592 0.7
213 1 100 50 10 0.00297 97.03879 0.97 48.21581 0.84
208 2 100 10 1 0.00272 36.32987 1 2.3884037 0
171 4 10 100 10 0.00322 8.250814 0 97.02311 1
156 5 100 10 10 0.00417 97.03169 0.99 8.166256 0.1
217 3 10 10 1 0.00208 2.3696318 0.4 2.3880517 0.6
227 1 50 10 5 0.00363 42.84379 1 7.1383386 0.3
124 5 50 100 1 0.00478 17.3418 0.72 36.179573 0.99
228 1 50 10 10 0.00267 48.50479 1 8.227956 0.2
175 4 50 50 1 0.00261 17.57849 0.82 17.576357 0.86
225 1 10 100 10 0.00351 8.225417 0.1 97.03232 1
181 3 100 10 1 0.001 36.30704 1 2.4333873 0
157 4 100 50 1 0.00352 36.216724 0.99 17.401344 0.56
223 1 10 100 1 0.00103 2.42494 0 36.312134 1
161 3 100 100 5 0.00317 85.64326 0.9 85.63387 0.94
218 3 10 10 5 0.00056 7.481342 0.5 7.397908 0.7
193 4 10 50 1 0.00316 2.4021053 0 17.727383 1
224 1 10 100 5 0.00295 7.09461 0 85.67418 1
180 3 50 100 10 0.0023 48.3615 0.66 97.05063 0.97
158 4 100 50 5 0.00362 85.64364 0.96 42.427925 0.8
199 4 50 10 1 0.00176 17.738577 1 2.4121056 0
219 3 10 10 10 0.00322 8.370324 0.8 8.507381 0.7
201 4 50 10 10 0.00325 48.521477 1 8.196349 0
200 4 50 10 5 0.00366 42.83656 1 7.198317 0.2
135 4 100 100 10 0.0046 97.0067 0.96 97.00193 0.97
151 4 50 100 1 0.00413 17.37549 0.66 36.2466 1
211 1 100 50 1 0.00287 36.243134 1 17.417974 0.42
160 3 100 100 1 0.00361 36.0819 0.95 36.088135 0.9
195 4 10 50 10 0.00213 8.284558 0.1 48.51273 1
155 4 100 10 5 0.00479 85.73018 1 7.0484343 0.1
178 3 50 100 1 0.00297 17.39924 0.58 36.213562 1
229 1 50 50 1 0.00261 17.601812 0.8 17.552437 0.84
194 4 10 50 5 0.0053 7.014505 0.4 42.800404 1
159 4 100 50 10 0.00416 97.0252 0.96 48.222553 0.78
207 2 50 100 10 0.00299 48.383476 0.86 97.01893 0.99
177 5 50 50 10 0.00251 48.440025 0.82 48.428295 0.88
217 4 10 10 1 0.00275 2.3870168 0.7 2.394454 0.7
176 5 50 50 5 0.00455 42.601303 0.98 42.605705 0.92
226 2 50 10 1 0.00322 17.708265 1 2.3866158 0
203 3 50 50 5 0.00282 42.697723 0.82 42.67262 0.82
187 2 100 100 1 0.00316 36.12239 0.89 36.17662 0.91
220 2 10 50 1 0.0022 2.403525 0 17.730782 1
179 3 50 100 5 0.00308 42.558445 0.74 85.65794 1
210 2 100 10 10 0.00212 97.02568 0.99 8.286437 0
162 3 100 100 10 0.00374 96.98998 0.94 97.01248 0.94
202 3 50 50 1 0.00256 17.603191 0.8 17.56503 0.94
206 2 50 100 5 0.00279 42.5244 0.76 85.66427 0.96
209 2 100 10 5 0.00204 85.72442 0.99 7.231054 0
221 2 10 50 5 0.0032 7.1912856 0.2 42.779533 1
222 2 10 50 10 0.00138 8.325847 0 48.50356 1
218 4 10 10 5 0.00269 7.455618 0.8 7.3702087 0.7
197 3 10 100 5 0.00457 7.1979938 0.2 85.71703 1
216 1 100 100 10 0.0032 97.01241 0.91 96.98889 0.93
198 3 10 100 10 0.0021 8.359784 0 97.00442 1
173 5 50 10 5 0.00285 42.785793 1 7.187574 0
133 5 100 100 1 0.00431 36.034634 0.97 36.03446 0.97
196 3 10 100 1 0.00159 2.4422662 0 36.33061 1
230 1 50 50 5 0.00312 42.634975 0.88 42.678886 0.92
214 1 100 100 1 0.00323 36.107143 0.95 36.14253 0.93
219 4 10 10 10 0.00087 8.582544 0.7 8.589518 0.6
134 5 100 100 5 0.00445 85.59439 0.97 85.57724 0.94
205 2 50 100 1 0.00293 17.439478 0.4 36.26139 0.99
169 5 10 100 1 0.0047 2.3855846 0 36.325485 1
189 2 100 100 10 0.00326 97.0185 0.88 96.98342 0.89
236 1 100 10 5 0.00208 85.71397 1 7.2327867 0
152 4 50 100 5 0.00382 42.405136 0.78 85.63235 1
182 4 100 10 5 0.00505 85.73158 1 7.1522346 0.2
231 1 50 50 10 0.00244 48.40107 0.84 48.46375 0.86
188 2 100 100 5 0.00337 85.60429 0.92 85.64979 0.92
204 3 50 50 10 0.00255 48.435356 0.8 48.46977 0.84
227 2 50 10 5 0.00031 42.860626 1 7.361177 0
185 3 100 50 5 0.00354 85.70421 0.98 42.53607 0.7
228 2 50 10 10 0.00213 48.5163 1 8.285975 0
217 5 10 10 1 0.00131 2.4104397 0.2 2.3813186 0.6
215 1 100 100 5 0.00285 85.63118 0.88 85.60746 0.9
183 4 100 10 10 0.0025 97.03341 1 8.36602 0
184 3 100 50 1 0.00311 36.269768 1 17.406727 0.46
235 1 100 10 1 0.00203 36.31558 1 2.413028 0
154 5 100 10 1 0.00431 36.339336 1 2.4053626 0
244 1 10 10 1 0.00913 2.3853784 0.8 2.3802335 0.9
237 1 100 10 10 0.00281 97.02972 1 8.235999 0.1
193 5 10 50 1 0.0028 2.3992128 0 17.718805 1
199 5 50 10 1 0.00426 17.707462 1 2.3850393 0
232 1 50 100 1 0.00333 17.403448 0.48 36.247147 1
218 5 10 10 5 0.00292 7.3850327 0.6 7.290762 0.7
170 5 10 100 5 0.00291 7.2298255 0.1 85.72925 1
153 4 50 100 10 0.00325 48.218224 0.76 97.01627 0.97
233 1 50 100 5 0.00249 42.667027 0.64 85.70925 0.94
201 5 50 10 10 0.00123 48.50282 1 8.438977 0
208 3 100 10 1 0.00274 36.342552 1 2.4218752 0
245 1 10 10 5 0.0003 7.527937 0.4 7.3845205 0.8
200 5 50 10 5 0.00444 42.81445 1 7.0988927 0
246 1 10 10 10 0.00294 8.514229 0.6 8.484575 0.8
195 5 10 50 10 0.00138 8.276581 0 48.523273 1
219 5 10 10 10 0.00203 8.421283 0.6 8.493172 0.6
234 1 50 100 10 0.0022 48.400387 0.66 97.02465 0.97
171 5 10 100 10 0.00559 8.088348 0.1 97.03809 1
194 5 10 50 5 0.00105 7.3368845 0 42.80886 1
226 3 50 10 1 0.00399 17.721254 1 2.3928337 0
186 3 100 50 10 0.00273 97.02401 0.94 48.329594 0.76
220 3 10 50 1 0.00175 2.414078 0 17.754118 1
212 2 100 50 5 0.00322 85.67195 0.97 42.56857 0.66
225 2 10 100 10 0.00359 8.229309 0.1 97.04306 1
213 2 100 50 10 0.00269 97.01682 0.97 48.275944 0.76
223 2 10 100 1 0.00217 2.4295244 0 36.336487 1
244 2 10 10 1 0.00081 2.4059043 0.5 2.3667202 0.7
175 5 50 50 1 0.00315 17.543964 0.9 17.579435 0.84
221 3 10 50 5 0.00355 7.2304964 0.1 42.817234 1
222 3 10 50 10 0.00402 8.166308 0.2 48.509754 1
224 2 10 100 5 0.00381 7.1669817 0 85.71897 1
229 2 50 50 1 0.00274 17.573862 0.82 17.570656 0.82
238 1 100 50 1 0.00258 36.252117 1 17.522417 0.36
247 1 10 50 1 0.00205 2.386426 0 17.723536 1
203 4 50 50 5 0.00256 42.683826 0.84 42.671387 0.84
248 1 10 50 5 0.0021 7.248141 0 42.8175 1
253 1 50 10 1 0.00313 17.73211 1 2.4055207 0
249 1 10 50 10 0.00156 8.358906 0.1 48.514324 1
239 1 100 50 5 0.00239 85.65515 0.97 42.5532 0.62
227 3 50 10 5 0.00358 42.82301 1 7.1675186 0.1
245 2 10 10 5 0.00177 7.3962736 0.7 7.3883586 0.7
157 5 100 50 1 0.00302 36.229187 0.99 17.459206 0.48
246 2 10 10 10 -0.00092 8.645649 0.2 8.712465 0.5
228 3 50 10 10 0.00309 48.511147 1 8.204649 0.2
181 4 100 10 1 0.00308 36.316128 1 2.4081004 0
202 4 50 50 1 0.00322 17.545206 0.86 17.583063 0.9
158 5 100 50 5 0.00356 85.67205 0.94 42.45327 0.8
240 1 100 50 10 0.00258 97.01474 0.94 48.37014 0.74
210 3 100 10 10 0.0021 97.00318 1 8.311075 0.1
230 2 50 50 5 0.00263 42.704464 0.82 42.660774 0.82
198 4 10 100 10 0.00236 8.25976 0.2 97.03559 1
197 4 10 100 5 0.00207 7.2106314 0 85.73617 1
244 3 10 10 1 0.00503 2.3850422 0.7 2.3743844 0.9
151 5 50 100 1 0.00492 17.319843 0.7 36.2362 0.99
180 4 50 100 10 0.00333 48.350304 0.76 97.03739 0.97
231 2 50 50 10 0.00211 48.4594 0.84 48.48066 0.78
209 3 100 10 5 0.00386 85.72374 0.99 7.161921 0
196 4 10 100 1 0.00406 2.402998 0 36.32091 1
207 3 50 100 10 0.00299 48.33331 0.76 97.03442 0.95
254 1 50 10 5 0.00216 42.83281 1 7.2174473 0.1
159 5 100 50 10 0.00393 97.01159 0.97 48.32916 0.86
204 4 50 50 10 0.00275 48.4449 0.78 48.41982 0.92
236 2 100 10 5 0.00365 85.6814 1 7.1921864 0
255 1 50 10 10 0.00258 48.507107 1 8.3335495 0.2
155 5 100 10 5 0.00511 85.64318 1 7.0459437 0
226 4 50 10 1 0.0028 17.71431 1 2.4205527 0
251 1 10 100 5 0.00344 7.1617627 0.1 85.72622 1
178 4 50 100 1 0.00304 17.426392 0.44 36.234177 1
182 5 100 10 5 0.00129 85.70579 1 7.2024612 0
252 1 10 100 10 0.00065 8.352774 0 97.04065 0.99
220 4 10 50 1 0.00181 2.4160776 0 17.748755 1
183 5 100 10 10 0.00138 97.03162 1 8.334326 0
237 2 100 10 10 0.00415 97.04373 0.99 8.286216 0.2
245 3 10 10 5 0.00597 7.3460474 0.9 7.3019013 0.9
161 4 100 100 5 0.0036 85.58566 0.89 85.55919 0.93
246 3 10 10 10 0.00082 8.554736 0.7 8.592926 0.7
206 3 50 100 5 0.00284 42.5409 0.74 85.64137 0.96
247 2 10 50 1 0.00231 2.426406 0 17.717033 1
221 4 10 50 5 0.00111 7.2683883 0 42.820953 1
244 4 10 10 1 0.00147 2.4054902 0.5 2.3860154 0.8
179 4 50 100 5 0.0034 42.459366 0.76 85.71424 0.95
250 1 10 100 1 0.00108 2.4374497 0 36.303677 1
222 4 10 50 10 0.00153 8.37985 0 48.512745 1
208 4 100 10 1 0.00335 36.32572 1 2.4306698 0
257 1 50 50 5 0.00268 42.6951 0.8 42.64483 0.84
256 1 50 50 1 0.00235 17.544182 0.94 17.570938 0.88
235 2 100 10 1 0.00301 36.31523 1 2.4242747 0
185 4 100 50 5 0.00311 85.63911 0.94 42.55636 0.7
160 4 100 100 1 0.00404 36.07451 0.93 36.036224 0.98
248 2 10 50 5 0.00333 7.1805162 0.1 42.780926 1
187 3 100 100 1 0.00347 36.104828 0.94 36.142357 0.92
243 1 100 100 10 0.00259 97.0049 0.85 97.00778 0.87
241 1 100 100 1 0.00212 36.163765 0.88 36.209824 0.87
211 2 100 50 1 0.00243 36.225292 1 17.481346 0.36
242 1 100 100 5 0.00207 85.67583 0.9 85.6524 0.86
253 2 50 10 1 0.00349 17.69871 1 2.4139326 0
135 5 100 100 10 0.00519 96.98711 0.96 96.93732 0.96
205 3 50 100 1 0.00308 17.478357 0.4 36.261852 0.98
249 2 10 50 10 0.00226 8.398091 0 48.51311 1
227 4 50 10 5 0.00182 42.82473 1 7.2950673 0
184 4 100 50 1 0.00279 36.23949 1 17.475624 0.44
152 5 50 100 5 0.00508 42.315434 0.88 85.62948 0.99
228 4 50 10 10 0.00136 48.51443 1 8.3967 0
232 2 50 100 1 0.00313 17.449295 0.36 36.283356 0.99
233 2 50 100 5 0.0019 42.692745 0.52 85.63103 0.95
225 3 10 100 10 9e-05 8.476025 0 97.02896 1
203 5 50 50 5 0.00293 42.698654 0.84 42.69461 0.84
189 3 100 100 10 0.00325 97.01517 0.95 97.01833 0.95
229 3 50 50 1 0.00195 17.56833 0.8 17.640835 0.82
254 2 50 10 5 0.0023 42.790596 1 7.1957164 0
223 3 10 100 1 0.00052 2.439771 0 36.323338 1
216 2 100 100 10 0.00361 97.02054 0.95 97.01105 0.99
162 4 100 100 10 0.00351 97.02012 0.93 97.02537 0.94
244 5 10 10 1 0.00386 2.383727 0.8 2.3891535 0.7
245 4 10 10 5 0.00408 7.360998 0.7 7.370394 0.7
234 2 50 100 10 0.00265 48.36897 0.74 97.04354 0.98
224 3 10 100 5 0.00266 7.225428 0 85.71827 1
246 4 10 10 10 -0.0007 8.665307 0.7 8.672603 0.5
226 5 50 10 1 0.00279 17.730347 1 2.385846 0
255 2 50 10 10 0.00121 48.492603 1 8.398175 0
258 1 50 50 10 0.00213 48.471764 0.74 48.465645 0.82
188 3 100 100 5 0.00309 85.59556 0.9 85.56645 0.91
153 5 50 100 10 0.00425 48.31503 0.8 97.02643 0.99
186 4 100 50 10 0.00382 97.01554 0.96 48.237507 0.78
212 3 100 50 5 0.00257 85.64863 0.96 42.635674 0.66
230 3 50 50 5 0.00225 42.642776 0.88 42.697014 0.84
220 5 10 50 1 0.00291 2.3843076 0 17.73177 1
202 5 50 50 1 0.00281 17.55074 0.9 17.57084 0.92
213 3 100 50 10 0.00296 97.04292 0.96 48.40529 0.7
231 3 50 50 10 0.0024 48.491276 0.82 48.4511 0.8
247 3 10 50 1 0.00328 2.4004452 0.1 17.702002 1
263 1 100 10 5 0.00245 85.70312 1 7.246193 0.2
264 1 100 10 10 0.00296 97.03153 1 8.242381 0
197 5 10 100 5 0.00375 7.1669855 0 85.68611 1
239 2 100 50 5 0.00251 85.60604 0.97 42.57809 0.68
204 5 50 50 10 0.00404 48.3506 0.9 48.43109 0.86
210 4 100 10 10 0.00207 97.03484 1 8.305686 0.1
198 5 10 100 10 0.00126 8.399868 0 97.04028 1
262 1 100 10 1 0.00231 36.311424 1 2.3979225 0
248 3 10 50 5 0.00245 7.284433 0 42.818665 1
214 2 100 100 1 0.0031 36.141754 0.91 36.12132 0.93
221 5 10 50 5 0.00216 7.190626 0.1 42.81387 0.98
222 5 10 50 10 0.00324 8.279432 0.2 48.504864 1
196 5 10 100 1 0.00361 2.4109526 0 36.314423 1
238 2 100 50 1 0.00216 36.25483 0.99 17.518038 0.3
236 3 100 10 5 0.00147 85.72613 1 7.314012 0
215 2 100 100 5 0.00336 85.60498 0.92 85.61358 0.88
253 3 50 10 1 0.0014 17.716219 1 2.4100173 0
209 4 100 10 5 0.00348 85.73954 1 7.124903 0.1
251 2 10 100 5 0.00077 7.2256236 0 85.69566 1
227 5 50 10 5 0.00306 42.8355 1 7.205547 0.2
245 5 10 10 5 0.00361 7.4282856 0.7 7.3760796 0.7
249 3 10 50 10 0.00128 8.4269285 0 48.50308 0.96
181 5 100 10 1 0.00367 36.331497 1 2.4187129 0
261 1 50 100 10 0.00269 48.399963 0.66 97.0041 0.99
237 3 100 10 10 0.00134 97.02569 1 8.382463 0
246 5 10 10 10 0.00145 8.552357 0.8 8.614126 0.6
240 2 100 50 10 0.00285 97.04118 0.97 48.380856 0.66
228 5 50 10 10 0.00232 48.50761 1 8.422313 0.1
252 2 10 100 10 0.00369 8.217672 0.2 97.0371 1
260 1 50 100 5 0.00171 42.592815 0.56 85.64869 0.93
254 3 50 10 5 0.00279 42.80312 1 7.2329326 0.2
257 2 50 50 5 0.00249 42.72321 0.82 42.681805 0.84
207 4 50 100 10 0.00334 48.30676 0.78 97.02467 1
256 2 50 50 1 0.00195 17.579472 0.84 17.593042 0.86
208 5 100 10 1 0.00202 36.327187 1 2.43739 0
265 1 100 50 1 0.00217 36.258068 0.98 17.465305 0.26
180 5 50 100 10 0.0025 48.39908 0.66 97.01713 0.96
255 3 50 10 10 0.00192 48.50169 1 8.303891 0
259 1 50 100 1 0.00199 17.530481 0.26 36.23247 0.98
247 4 10 50 1 0.00349 2.4010038 0 17.731913 1
235 3 100 10 1 0.00229 36.325497 1 2.4193752 0
250 2 10 100 1 0.00313 2.396484 0 36.307476 1
229 4 50 50 1 0.00278 17.516266 0.88 17.606705 0.84
178 5 50 100 1 0.00296 17.42246 0.48 36.268604 1
185 5 100 50 5 0.00275 85.69533 1 42.56431 0.74
248 4 10 50 5 0.00256 7.262015 0.2 42.8207 1
225 4 10 100 10 0.00339 8.268047 0.2 97.04873 1
258 2 50 50 10 0.00256 48.45051 0.88 48.48608 0.88
223 4 10 100 1 0.00419 2.385664 0 36.30381 1
206 4 50 100 5 0.00255 42.551464 0.68 85.63555 0.96
253 4 50 10 1 0.00262 17.712767 1 2.3999474 0
232 3 50 100 1 0.00332 17.400932 0.5 36.223644 1
224 4 10 100 5 0.00311 7.2670255 0.1 85.67155 1
230 4 50 50 5 0.00242 42.658844 0.76 42.705894 0.8
231 4 50 50 10 0.00323 48.456627 0.88 48.395145 0.9
179 5 50 100 5 0.0028 42.5088 0.68 85.68412 0.96
233 3 50 100 5 0.00248 42.605366 0.72 85.64591 0.97
249 4 10 50 10 0.00222 8.273903 0.1 48.510723 1
184 5 100 50 1 0.00411 36.22935 1 17.36682 0.54
254 4 50 10 5 0.00307 42.80742 1 7.183002 0.1
205 4 50 100 1 0.00214 17.48672 0.34 36.24195 0.99
242 2 100 100 5 0.00256 85.60365 0.89 85.64002 0.87
243 2 100 100 10 0.00284 96.98888 0.87 97.01313 0.92
263 2 100 10 5 -0.00035 85.70183 1 7.3536987 0
267 1 100 50 10 0.00295 97.01938 0.99 48.367516 0.64
266 1 100 50 5 0.00213 85.74114 0.94 42.603695 0.62
187 4 100 100 1 0.00334 36.081745 0.92 36.109566 0.94
161 5 100 100 5 0.00388 85.56694 0.93 85.61581 0.95
264 2 100 10 10 0.00485 97.0342 1 8.252095 0.2
234 3 50 100 10 0.00253 48.35258 0.74 97.03125 0.96
210 5 100 10 10 0.00356 97.026 1 8.289049 0
262 2 100 10 1 0.00148 36.302223 1 2.4357162 0
160 5 100 100 1 0.00329 36.110813 0.94 36.124786 0.92
236 4 100 10 5 0.00087 85.67148 1 7.2643237 0
211 3 100 50 1 0.00325 36.23075 1 17.415924 0.48
247 5 10 50 1 0.00241 2.3930573 0 17.737135 1
212 4 100 50 5 0.00356 85.62835 0.98 42.51893 0.7
186 5 100 50 10 0.0031 97.02222 0.93 48.36677 0.72
251 3 10 100 5 0.0038 7.1396112 0.2 85.6934 1
239 3 100 50 5 0.00341 85.64692 0.99 42.550785 0.72
237 4 100 10 10 0.00146 97.0397 1 8.301345 0
255 4 50 10 10 0.00253 48.51307 1 8.316977 0.1
257 3 50 50 5 0.00355 42.658974 0.86 42.61748 0.94
213 4 100 50 10 0.00258 97.03229 0.97 48.35385 0.7
209 5 100 10 5 0.00293 85.73309 1 7.149808 0
189 4 100 100 10 0.00315 97.02829 0.87 97.00862 0.88
241 2 100 100 1 0.00273 36.17599 0.89 36.182743 0.91
256 3 50 50 1 0.00222 17.606531 0.88 17.586832 0.86
252 3 10 100 10 0.00174 8.33829 0 97.02927 1
248 5 10 50 5 0.00272 7.2262635 0 42.832733 1
269 1 100 100 5 0.00221 85.67892 0.83 85.67666 0.89
216 3 100 100 10 0.00256 97.03246 0.92 97.01305 0.88
253 5 50 10 1 0.00084 17.73705 1 2.4124737 0
162 5 100 100 10 0.00449 96.93059 0.96 96.9844 0.96
261 2 50 100 10 0.00258 48.386005 0.66 97.03943 0.96
238 3 100 50 1 0.00204 36.2707 1 17.51597 0.24
188 4 100 100 5 0.00252 85.64546 0.93 85.58989 0.89
254 5 50 10 5 0.00362 42.823475 1 7.1481724 0.2
249 5 10 50 10 0.0016 8.349431 0 48.509796 1
207 5 50 100 10 0.00238 48.33902 0.68 97.02014 0.94
240 3 100 50 10 0.0028 97.03047 0.97 48.350636 0.84
268 1 100 100 1 0.00206 36.19019 0.91 36.20212 0.84
229 5 50 50 1 0.00213 17.604147 0.76 17.581764 0.86
260 2 50 100 5 0.00246 42.664455 0.6 85.72673 0.96
258 3 50 50 10 0.00254 48.46205 0.84 48.43362 0.9
265 2 100 50 1 0.00242 36.210228 0.97 17.481384 0.3
270 1 100 100 10 0.0022 97.01824 0.86 97.02798 0.84
231 5 50 50 10 0.00187 48.422966 0.8 48.461456 0.84
235 4 100 10 1 0.00288 36.315838 1 2.4044576 0
230 5 50 50 5 0.00174 42.739746 0.82 42.6991 0.92
225 5 10 100 10 0.00198 8.317357 0.1 97.01449 1
223 5 10 100 1 0.00316 2.430223 0 36.33345 1
250 3 10 100 1 0.00126 2.4290435 0 36.30195 1
224 5 10 100 5 0.00151 7.274983 0 85.72803 1
255 5 50 10 10 0.00437 48.50114 1 8.241182 0.2
263 3 100 10 5 0.00232 85.68086 1 7.2273493 0
215 3 100 100 5 0.00309 85.58517 0.95 85.6215 0.92
232 4 50 100 1 0.00237 17.515207 0.34 36.264263 0.98
214 3 100 100 1 0.00383 36.118065 0.92 36.050575 0.92
264 3 100 10 10 0.00187 97.03911 0.99 8.289159 0
233 4 50 100 5 0.0024 42.55556 0.74 85.62608 0.93
206 5 50 100 5 0.00314 42.59088 0.74 85.67655 0.98
259 2 50 100 1 0.00193 17.500036 0.28 36.254883 1
236 5 100 10 5 0.00263 85.69131 1 7.197638 0
257 4 50 50 5 0.00199 42.71317 0.72 42.67978 0.84
237 5 100 10 10 0.00175 97.04225 1 8.400912 0
251 4 10 100 5 0.0004 7.3309917 0 85.73696 1
262 3 100 10 1 0.00134 36.296326 1 2.419761 0
256 4 50 50 1 0.0026 17.55658 0.84 17.553196 0.84
267 2 100 50 10 0.00245 97.03088 0.98 48.402157 0.7
252 4 10 100 10 0.00163 8.326263 0.1 97.042 1
205 5 50 100 1 0.00204 17.53085 0.34 36.226677 1
234 4 50 100 10 0.0022 48.386555 0.6 97.01431 0.97
239 4 100 50 5 0.00235 85.64969 0.98 42.510696 0.62
243 3 100 100 10 0.00213 97.01858 0.84 97.02793 0.88
212 5 100 50 5 0.00327 85.66175 0.98 42.51579 0.68
242 3 100 100 5 0.00257 85.59826 0.87 85.59365 0.91
258 4 50 50 10 0.00308 48.46241 0.84 48.399197 0.82
187 5 100 100 1 0.00365 36.11191 0.95 36.10525 0.91
213 5 100 50 10 0.00269 97.02523 0.97 48.415695 0.72
266 2 100 50 5 0.0019 85.6987 0.93 42.63133 0.58
261 3 50 100 10 0.00217 48.38306 0.66 97.0339 0.95
265 3 100 50 1 0.00282 36.222603 1 17.41412 0.44
189 5 100 100 10 0.00327 96.99057 0.92 97.03049 0.95
211 4 100 50 1 0.00296 36.241474 1 17.456635 0.5
240 4 100 50 10 0.00297 97.02841 0.96 48.326134 0.78
235 5 100 10 1 0.0008 36.30534 1 2.420312 0
238 4 100 50 1 0.00283 36.252094 0.98 17.481174 0.4
260 3 50 100 5 0.00188 42.65293 0.54 85.68067 0.94
269 2 100 100 5 0.00218 85.62482 0.89 85.60665 0.82
216 4 100 100 10 0.00286 97.01276 0.84 97.01445 0.91
263 4 100 10 5 0.00177 85.67944 1 7.239818 0
257 5 50 50 5 0.00208 42.723396 0.8 42.703854 0.84
250 4 10 100 1 0.00205 2.4362593 0 36.303497 1
241 3 100 100 1 0.00224 36.180965 0.87 36.17591 0.88
264 4 100 10 10 0.00194 97.03419 1 8.327103 0
256 5 50 50 1 0.00285 17.58706 0.84 17.581577 0.82
251 5 10 100 5 0.00227 7.227292 0 85.7101 1
188 5 100 100 5 0.0029 85.65209 0.9 85.64033 0.9
262 4 100 10 1 0.00352 36.329758 1 2.4052691 0
232 5 50 100 1 0.00321 17.43271 0.5 36.227585 0.98
270 2 100 100 10 0.00183 97.01218 0.86 97.02347 0.83
252 5 10 100 10 0.00239 8.257376 0 97.04655 1
233 5 50 100 5 0.00291 42.592323 0.64 85.70883 0.96
258 5 50 50 10 0.00262 48.438793 0.88 48.44834 0.86
268 2 100 100 1 0.00271 36.1513 0.9 36.15856 0.85
267 3 100 50 10 0.0021 97.01146 0.94 48.36998 0.64
239 5 100 50 5 0.00258 85.69043 0.99 42.54379 0.62
234 5 50 100 10 0.00329 48.284386 0.68 97.03031 0.97
259 3 50 100 1 0.00192 17.530458 0.2 36.287674 0.98
243 4 100 100 10 0.00277 97.01373 0.87 97.02804 0.92
215 4 100 100 5 0.00302 85.61839 0.92 85.55907 0.95
242 4 100 100 5 0.00242 85.64555 0.87 85.57193 0.87
265 4 100 50 1 0.00181 36.260567 0.99 17.49618 0.24
263 5 100 10 5 0.0026 85.72549 1 7.2073073 0
214 4 100 100 1 0.00358 36.14398 0.94 36.13587 0.95
261 4 50 100 10 0.00217 48.439083 0.7 97.02649 0.97
