sim rep samples read_depth fst ne_pop1 acc_pop1 ne_pop2 acc_pop2 runtime runtime_full maf snps
455 1 500 10 0.05871 356.66376 0.998 355.21576 0.998 23 437 raw 100000
474 3 100 50 0.06981 74.60461 1 74.705086 1 4 21 raw 100000
448 5 100 5 0.06368 62.7206 1 61.70011 1 4 30 raw 100000
456 1 500 50 0.06213 368.60345 1 364.05276 1 12 309 raw 100000
463 3 50 0.1 0.07269 1.1569823 1 1.1588601 1 6 198 filtered 100000
470 4 100 0.5 0.06753 17.76164 1 17.601572 1 5 32 filtered 100000
191 3 500 10 0.00304 407.04364 0.95 407.0569 0.956 21 845 raw 100000
471 3 100 1 0.08083 24.737314 0.99 24.855982 1 7 92 raw 100000
334 2 500 5 0.00165 428.57315 0.884 428.5469 0.86 19 360 filtered 100000
449 5 100 10 0.0578 90.10465 1 90.70547 1 3 17 filtered 100000
331 1 500 0.1 0.00161 13.272227 0.786 13.335835 0.794 25 4111 raw 100000
214 2 500 5 0.00307 334.81442 0.948 334.2717 0.948 33 1915 raw 100000
447 5 100 1 0.06645 32.193554 1 32.733646 1 5 29 filtered 100000
448 5 100 5 0.06368 78.57104 1 78.65131 0.99 4 26 filtered 100000
474 3 100 50 0.06981 90.68055 1 90.66038 1 3 21 filtered 100000
301 3 100 0.1 0.0022 3.326714 0.7 3.3367903 0.77 15 823 filtered 100000
336 2 500 50 0.002 433.67212 0.934 437.4974 0.924 14 460 raw 100000
310 2 500 5 0.00216 428.34924 0.902 428.32352 0.88 25 438 filtered 100000
472 4 100 5 0.06608 62.68781 1 61.0684 1 5 22 raw 100000
430 1 500 5 0.00134 428.5504 0.862 428.55484 0.846 20 468 filtered 100000
450 5 100 50 0.06061 74.55583 1 75.53493 1 3 17 raw 100000
312 2 500 50 0.00192 499.99997 0.898 499.99997 0.886 12 400 filtered 100000
473 4 100 10 0.07302 72.79562 1 72.102585 1 4 22 raw 100000
471 3 100 1 0.08083 31.781883 1 31.97965 1 6 88 filtered 100000
445 5 100 0.1 0.05635 2.0376167 1 2.0184884 1 7 94 raw 100000
470 5 100 0.5 0.0726 13.039699 1 13.113864 1 5 30 raw 100000
472 4 100 5 0.06608 79.01244 1 77.27545 1 4 21 filtered 100000
144 4 500 50 0.00479 499.9999 0.966 499.99997 0.948 15 405 filtered 100000
286 2 500 5 0.00243 428.41196 0.91 428.45724 0.908 20 718 filtered 100000
309 2 500 1 0.00198 182.41219 0.886 182.4665 0.9 25 591 filtered 100000
264 3 500 50 0.00262 433.07196 0.952 429.33835 0.948 12 339 raw 100000
463 4 50 0.1 0.08768 0.86907065 1 0.84577423 1 6 195 raw 100000
192 3 500 50 0.0032 427.2051 0.96 424.828 0.974 16 545 raw 100000
473 4 100 10 0.07302 88.05962 1 88.6551 1 4 22 filtered 100000
168 4 500 50 0.00388 421.9493 0.984 420.72525 0.972 13 528 raw 100000
46 5 500 5 0.0205 314.15515 0.992 311.74268 0.998 33 1758 raw 100000
115 2 500 0.1 0.00568 13.217423 0.958 13.216386 0.946 28 4738 raw 100000
284 2 500 0.5 0.00203 71.22169 0.906 71.68256 0.908 23 1374 raw 100000
470 5 100 0.5 0.0726 17.588264 1 17.607246 1 5 32 filtered 100000
450 5 100 50 0.06061 91.43237 1 92.59554 1 3 17 filtered 100000
238 3 500 5 0.00245 428.5017 0.922 428.39545 0.94 19 441 filtered 100000
445 5 100 0.1 0.05635 3.0661972 1 3.0438066 1 5 98 filtered 100000
143 3 500 10 0.00443 485.10403 0.964 485.1058 0.98 31 1306 filtered 100000
359 2 500 10 0.00161 411.55197 0.936 413.7443 0.912 30 488 raw 100000
474 4 100 50 0.07541 73.29716 1 75.33891 1 3 21 raw 100000
360 2 500 50 0.00175 434.116 0.92 435.28372 0.928 12 325 raw 100000
240 3 500 50 0.00269 427.40457 0.96 431.88293 0.954 17 412 raw 100000
93 4 500 1 0.00722 181.80653 0.984 181.71964 0.98 28 1414 filtered 100000
432 1 500 50 0.00156 499.9999 0.894 499.9999 0.888 27 393 filtered 100000
117 2 500 1 0.00572 124.49619 0.976 125.13969 0.982 37 4654 raw 100000
213 2 500 1 0.0026 127.4817 0.932 127.54377 0.94 28 2201 raw 100000
469 2 100 0.1 0.07843 2.0364585 1 2.064479 1 9 493 raw 100000
229 4 100 0.1 0.00251 3.3214397 0.77 3.325858 0.71 15 894 filtered 100000
431 1 500 10 0.00171 485.11905 0.862 485.1249 0.868 22 609 filtered 100000
472 5 100 5 0.074 60.161366 1 60.76624 1 5 23 raw 100000
463 4 50 0.1 0.08768 1.1458575 1 1.1320301 1 6 197 filtered 100000
476 1 500 0.5 0.07788 65.46237 1 64.86288 0.998 18 685 raw 100000
471 4 100 1 0.08309 24.442104 0.99 24.84082 0.99 6 91 raw 100000
397 4 100 0.1 0.00084 2.127782 0.62 2.138771 0.64 8 391 raw 100000
474 4 100 50 0.07541 89.23432 1 90.77125 1 3 21 filtered 100000
479 1 500 10 0.07567 350.28256 1 349.34647 0.998 19 503 raw 100000
473 5 100 10 0.07605 71.36454 1 72.31306 0.99 4 22 raw 100000
478 1 500 5 0.07897 290.48413 1 290.29654 1 20 614 raw 100000
383 2 500 10 0.00157 414.34927 0.908 414.55548 0.912 18 362 raw 100000
262 3 500 5 0.00211 428.50497 0.928 428.33096 0.924 21 421 filtered 100000
472 5 100 5 0.074 74.91058 1 75.76601 1 4 22 filtered 100000
285 2 500 1 0.00213 127.05511 0.91 127.36189 0.932 21 1488 raw 100000
379 1 500 0.1 0.0016 13.28853 0.776 13.248855 0.784 25 3428 raw 100000
480 1 500 50 0.07607 363.79144 1 356.5385 1 13 445 raw 100000
473 5 100 10 0.07605 88.00649 1 89.33079 0.99 4 22 filtered 100000
44 5 500 0.5 0.0193 101.67522 0.994 101.2014 0.996 22 1662 filtered 100000
471 4 100 1 0.08309 31.65666 0.99 32.00046 0.99 7 87 filtered 100000
358 2 500 5 0.00164 341.42044 0.932 341.0548 0.928 22 732 raw 100000
474 5 100 50 0.08184 74.83445 1 74.44936 1 3 22 raw 100000
452 1 500 0.5 0.05746 66.03008 1 66.27357 0.998 24 1650 raw 100000
380 1 500 0.5 0.00171 103.52597 0.888 103.53762 0.866 20 1499 filtered 100000
91 3 500 0.1 0.0077 22.017622 0.986 22.037098 0.986 28 1885 filtered 100000
454 1 500 5 0.05548 408.4853 0.996 408.7556 0.998 19 472 filtered 100000
463 5 50 0.1 0.07587 0.8762653 1 0.85829586 1 6 196 raw 100000
382 1 500 5 0.00152 428.454 0.882 428.37473 0.858 25 1157 filtered 100000
356 2 500 0.5 0.00151 71.30364 0.898 71.538765 0.884 25 786 raw 100000
335 2 500 10 0.00175 485.1502 0.902 485.1343 0.884 20 579 filtered 100000
140 4 500 0.5 0.00417 103.37834 0.964 103.38673 0.962 21 1077 filtered 100000
216 3 500 50 0.00337 499.9999 0.96 499.9999 0.96 15 478 filtered 100000
215 3 500 10 0.00284 485.112 0.938 485.1124 0.95 22 644 filtered 100000
453 1 500 1 0.05322 169.3454 1 170.30482 1 50 592 filtered 100000
455 1 500 10 0.05871 471.90405 0.998 471.22577 0.998 23 455 filtered 100000
287 3 500 10 0.00214 410.92868 0.934 409.83768 0.946 19 454 raw 100000
164 3 500 0.5 0.00387 103.37895 0.944 103.36097 0.954 23 1254 filtered 100000
474 5 100 50 0.08184 89.89764 1 89.89701 1 3 22 filtered 100000
397 4 100 0.1 0.00084 3.342397 0.58 3.3362865 0.65 9 383 filtered 100000
308 2 500 0.5 0.00209 71.52097 0.922 71.1132 0.908 22 1436 raw 100000
120 5 500 50 0.00607 499.99997 0.974 499.99997 0.984 16 393 filtered 100000
469 2 100 0.1 0.07843 2.9667232 1 2.9577556 1 9 487 filtered 100000
471 5 100 1 0.07227 25.047703 1 24.35109 1 6 92 raw 100000
463 5 50 0.1 0.07587 1.1471462 1 1.1460034 0.98 6 198 filtered 100000
190 3 500 5 0.00321 428.31317 0.934 428.46515 0.936 26 548 filtered 100000
405 2 500 1 0.00137 127.92063 0.886 127.5952 0.902 19 534 raw 100000
301 4 100 0.1 0.00199 2.137409 0.75 2.139407 0.71 13 837 raw 100000
456 1 500 50 0.06213 483.35205 1 482.56204 1 13 427 filtered 100000
477 1 500 1 0.07246 115.59084 1 115.30709 0.996 21 1217 raw 100000
189 3 500 1 0.00331 126.85432 0.97 126.38777 0.96 21 1309 raw 100000
407 2 500 10 0.00143 412.50647 0.89 417.82593 0.908 20 424 raw 100000
260 1 500 0.5 0.0021 103.5375 0.898 103.53822 0.898 31 3261 filtered 100000
24 4 500 50 0.12746 457.63864 1 450.38904 1 37 505 filtered 100000
471 5 100 1 0.07227 32.132492 1 31.641745 1 6 87 filtered 100000
166 5 500 5 0.00428 332.10974 0.978 334.2708 0.968 19 480 raw 100000
428 1 500 0.5 0.00138 103.55447 0.846 103.57699 0.864 21 1200 filtered 100000
263 3 500 10 0.00264 409.80392 0.948 408.77707 0.946 23 499 raw 100000
264 3 500 50 0.00262 499.99997 0.928 499.99997 0.93 13 340 filtered 100000
427 1 500 0.1 0.00129 13.238777 0.736 13.248247 0.722 24 2937 raw 100000
336 2 500 50 0.002 499.99997 0.896 499.99997 0.916 13 469 filtered 100000
288 3 500 50 0.00199 427.98383 0.93 432.79767 0.94 13 400 raw 100000
68 5 500 0.5 0.01225 102.62388 0.998 102.55637 0.988 22 1528 filtered 100000
239 2 500 10 0.00244 485.1168 0.918 485.1052 0.94 29 1301 filtered 100000
359 2 500 10 0.00161 485.1124 0.882 485.0778 0.86 21 449 filtered 100000
384 2 500 50 0.00159 436.61203 0.906 438.78125 0.908 15 471 raw 100000
167 4 500 10 0.00395 402.7014 0.962 401.43723 0.97 24 834 raw 100000
191 3 500 10 0.00304 485.1368 0.942 485.05075 0.948 19 825 filtered 100000
211 1 500 0.1 0.00264 13.31368 0.848 13.3698015 0.876 41 9048 raw 100000
429 1 500 1 0.00143 182.4631 0.88 182.47832 0.832 22 1104 filtered 100000
188 2 500 0.5 0.00371 103.41135 0.952 103.43705 0.96 21 1902 filtered 100000
360 2 500 50 0.00175 499.99997 0.872 499.99997 0.91 12 319 filtered 100000
92 5 500 0.5 0.00719 70.6132 0.98 70.55401 0.988 21 1548 raw 100000
311 3 500 10 0.002 412.61163 0.928 410.8666 0.93 21 447 raw 100000
406 2 500 5 0.00167 342.62363 0.918 341.16345 0.89 19 581 raw 100000
168 4 500 50 0.00388 500.0 0.976 500.0 0.97 13 529 filtered 100000
357 2 500 1 0.00149 127.6791 0.908 127.47395 0.898 20 1063 raw 100000
383 2 500 10 0.00157 485.14163 0.858 485.15475 0.878 19 360 filtered 100000
476 1 500 0.5 0.07788 93.44727 1 92.96525 0.998 19 688 filtered 100000
334 3 500 5 0.00173 341.32275 0.914 338.83456 0.918 19 373 raw 100000
240 3 500 50 0.00269 499.99997 0.944 500.0 0.928 13 410 filtered 100000
229 5 100 0.1 0.00273 2.1310115 0.75 2.1368196 0.78 14 897 raw 100000
397 5 100 0.1 0.00223 2.1523132 0.66 2.1370554 0.75 9 385 raw 100000
236 2 500 0.5 0.00254 71.437904 0.942 71.5489 0.926 25 2308 raw 100000
404 2 500 0.5 0.00143 71.30399 0.868 71.41506 0.886 20 793 raw 100000
142 5 500 5 0.00474 329.29028 0.978 330.94757 0.984 22 832 raw 100000
479 1 500 10 0.07567 461.71292 1 462.11652 0.998 19 502 filtered 100000
408 2 500 50 0.0015 434.28247 0.906 436.9127 0.922 13 372 raw 100000
403 1 500 0.1 0.00152 22.25757 0.774 22.256548 0.784 23 1752 filtered 100000
192 3 500 50 0.0032 499.99997 0.942 499.9999 0.948 17 550 filtered 100000
469 3 100 0.1 0.07934 1.9755328 1 2.0079374 1 10 511 raw 100000
478 1 500 5 0.07897 395.8643 1 400.79636 1 19 621 filtered 100000
430 2 500 5 0.00124 339.76672 0.902 340.82727 0.892 20 500 raw 100000
212 3 500 0.5 0.00267 70.78203 0.934 70.53205 0.932 21 1307 raw 100000
480 1 500 50 0.07607 469.4493 1 472.5518 1 13 451 filtered 100000
261 2 500 1 0.0029 126.37613 0.94 126.65682 0.94 25 2128 raw 100000
116 5 500 0.5 0.00613 70.01211 0.986 70.31661 0.984 20 1241 raw 100000
312 3 500 50 0.00198 433.4164 0.932 433.60843 0.948 19 387 raw 100000
284 2 500 0.5 0.00203 103.53697 0.886 103.46876 0.88 20 1249 filtered 100000
358 2 500 5 0.00164 428.607 0.884 428.55945 0.878 22 648 filtered 100000
45 4 500 1 0.01975 179.29749 0.994 179.42862 0.988 24 2299 filtered 100000
287 3 500 10 0.00214 485.09088 0.902 485.09116 0.91 19 444 filtered 100000
301 4 100 0.1 0.00199 3.3314602 0.68 3.3545554 0.69 13 824 filtered 100000
405 2 500 1 0.00137 182.45786 0.864 182.49628 0.874 19 505 filtered 100000
238 4 500 5 0.00281 338.06177 0.948 338.0888 0.952 19 474 raw 100000
310 3 500 5 0.0021 339.6544 0.94 340.05365 0.912 25 508 raw 100000
165 3 500 1 0.00404 126.86574 0.958 127.10289 0.978 24 1937 raw 100000
397 5 100 0.1 0.00223 3.3338826 0.73 3.3321962 0.72 8 383 filtered 100000
356 2 500 0.5 0.00151 103.57578 0.878 103.55749 0.88 26 765 filtered 100000
237 3 500 1 0.0026 127.04326 0.928 126.52526 0.95 27 1031 raw 100000
381 1 500 1 0.00154 127.82628 0.896 127.68818 0.902 37 4709 raw 100000
309 3 500 1 0.00205 127.87884 0.922 127.66038 0.9 26 658 raw 100000
407 2 500 10 0.00143 485.1419 0.85 485.12033 0.856 20 424 filtered 100000
451 1 500 0.1 0.06509 12.393092 1 12.614604 0.996 25 3172 raw 100000
214 2 500 5 0.00307 428.32272 0.92 428.3467 0.93 34 1634 filtered 100000
262 4 500 5 0.00227 339.5357 0.946 338.84216 0.944 21 440 raw 100000
333 2 500 1 0.00183 127.77888 0.91 127.05227 0.906 25 1573 raw 100000
166 5 500 5 0.00428 428.1308 0.968 428.26163 0.962 20 448 filtered 100000
286 3 500 5 0.00207 339.47876 0.942 340.7573 0.924 21 781 raw 100000
144 5 500 50 0.00472 424.09073 0.974 416.8504 0.984 15 410 raw 100000
432 2 500 50 0.00143 437.4118 0.898 438.01562 0.874 15 436 raw 100000
469 3 100 0.1 0.07934 2.954708 1 2.9737532 1 11 501 filtered 100000
355 1 500 0.1 0.00149 13.225506 0.788 13.173285 0.772 33 5688 raw 100000
431 2 500 10 0.00135 416.98956 0.882 415.624 0.894 22 612 raw 100000
46 5 500 5 0.0205 425.43655 0.994 424.90305 0.996 31 1575 filtered 100000
285 2 500 1 0.00213 182.50436 0.894 182.47295 0.906 21 1358 filtered 100000
288 3 500 50 0.00199 499.99997 0.892 499.9999 0.908 12 394 filtered 100000
263 3 500 10 0.00264 485.10526 0.932 485.11627 0.91 22 500 filtered 100000
334 3 500 5 0.00173 428.5843 0.88 428.4605 0.884 18 360 filtered 100000
311 3 500 10 0.002 485.14816 0.888 485.1523 0.928 20 447 filtered 100000
141 4 500 1 0.00507 125.21075 0.99 125.02534 0.98 22 1469 raw 100000
229 5 100 0.1 0.00273 3.3367198 0.73 3.3397963 0.7 15 888 filtered 100000
454 2 500 5 0.062 292.8202 0.996 298.96057 0.998 19 473 raw 100000
384 2 500 50 0.00159 499.99997 0.858 499.99997 0.892 14 470 filtered 100000
406 2 500 5 0.00167 428.51367 0.874 428.54025 0.866 20 537 filtered 100000
308 2 500 0.5 0.00209 103.51614 0.912 103.54154 0.892 22 1323 filtered 100000
455 2 500 10 0.05811 352.49796 1 358.31937 0.996 23 445 raw 100000
404 2 500 0.5 0.00143 103.5298 0.854 103.52172 0.866 19 731 filtered 100000
335 3 500 10 0.0016 412.2563 0.914 412.36496 0.898 20 567 raw 100000
167 4 500 10 0.00395 485.0521 0.952 485.10938 0.956 24 783 filtered 100000
477 1 500 1 0.07246 166.25719 1 166.17918 0.996 20 1164 filtered 100000
452 1 500 0.5 0.05746 96.08095 1 96.73055 0.996 24 1560 filtered 100000
408 2 500 50 0.0015 499.99997 0.884 499.99997 0.868 12 399 filtered 100000
430 2 500 5 0.00124 428.4714 0.842 428.61536 0.848 20 465 filtered 100000
216 4 500 50 0.00259 429.06888 0.966 427.1594 0.962 13 441 raw 100000
189 3 500 1 0.00331 182.40485 0.948 182.32256 0.952 21 1196 filtered 100000
20 3 500 0.5 0.10954 64.5082 1 64.94943 1 30 4397 raw 100000
215 4 500 10 0.00299 410.3848 0.96 406.5355 0.938 22 646 raw 100000
142 5 500 5 0.00474 428.379 0.97 428.09467 0.968 22 749 filtered 100000
213 2 500 1 0.0026 182.432 0.922 182.40826 0.912 23 1975 filtered 100000
453 2 500 1 0.06186 116.15987 1 116.82232 0.998 22 775 raw 100000
357 2 500 1 0.00149 182.4721 0.866 182.55002 0.854 21 931 filtered 100000
456 2 500 50 0.06579 370.34027 0.998 359.1375 1 12 334 raw 100000
143 4 500 10 0.00533 396.8752 0.992 398.41196 0.972 32 1306 raw 100000
264 4 500 50 0.00231 430.79315 0.964 430.37836 0.94 12 340 raw 100000
238 4 500 5 0.00281 428.33713 0.924 428.33792 0.936 19 443 filtered 100000
312 3 500 50 0.00198 500.0 0.888 500.0 0.91 13 406 filtered 100000
469 4 100 0.1 0.08129 2.024535 1 2.0143712 0.99 11 497 raw 100000
301 5 100 0.1 0.00186 2.133074 0.65 2.1254237 0.69 13 840 raw 100000
140 5 500 0.5 0.0048 70.22372 0.97 70.59633 0.966 21 1085 raw 100000
21 4 500 1 0.10433 160.87683 1 159.606 1 41 4180 filtered 100000
262 4 500 5 0.00227 428.5302 0.928 428.45483 0.922 21 414 filtered 100000
359 3 500 10 0.00171 414.03464 0.93 414.22913 0.934 21 509 raw 100000
383 3 500 10 0.00187 417.23813 0.904 413.4828 0.894 19 377 raw 100000
360 3 500 50 0.00165 438.8014 0.918 436.17255 0.902 12 331 raw 100000
336 3 500 50 0.00195 436.03223 0.924 434.98248 0.94 13 465 raw 100000
310 3 500 5 0.0021 428.49796 0.906 428.3039 0.876 25 551 filtered 100000
190 4 500 5 0.00359 332.7353 0.976 335.48386 0.974 26 586 raw 100000
92 5 500 0.5 0.00719 103.0331 0.986 103.05293 0.984 21 1452 filtered 100000
309 3 500 1 0.00205 182.51968 0.916 182.4331 0.89 25 592 filtered 100000
93 5 500 1 0.00638 125.09992 0.978 124.60814 0.976 29 1623 raw 100000
212 3 500 0.5 0.00267 103.44649 0.938 103.4423 0.93 20 1198 filtered 100000
116 5 500 0.5 0.00613 103.14195 0.982 103.12469 0.98 19 1159 filtered 100000
168 5 500 50 0.00384 420.44205 0.982 421.771 0.968 13 533 raw 100000
240 4 500 50 0.00271 427.2051 0.956 431.82736 0.956 13 399 raw 100000
479 2 500 10 0.07913 345.764 1 346.1202 1 19 504 raw 100000
259 1 500 0.1 0.00242 22.257126 0.884 22.260195 0.878 26 4494 filtered 100000
476 2 500 0.5 0.08177 64.92684 1 65.2658 1 19 809 raw 100000
432 2 500 50 0.00143 499.99997 0.864 499.9999 0.844 17 405 filtered 100000
191 4 500 10 0.00301 407.03705 0.97 407.9984 0.95 20 827 raw 100000
380 2 500 0.5 0.00146 71.35924 0.862 71.1794 0.892 21 1633 raw 100000
332 1 500 0.5 0.00163 71.40085 0.914 71.51439 0.91 43 7449 raw 100000
286 3 500 5 0.00207 428.56757 0.904 428.59827 0.91 20 713 filtered 100000
164 4 500 0.5 0.00367 70.8655 0.972 70.95792 0.956 24 1342 raw 100000
431 2 500 10 0.00135 485.10263 0.844 485.0969 0.854 22 610 filtered 100000
454 2 500 5 0.062 406.6342 0.996 408.74637 0.998 19 472 filtered 100000
237 3 500 1 0.0026 182.40674 0.922 182.50426 0.92 26 951 filtered 100000
469 4 100 0.1 0.08129 2.9544966 1 2.967881 0.99 10 502 filtered 100000
382 2 500 5 0.00178 340.6013 0.906 341.20636 0.916 25 1322 raw 100000
144 5 500 50 0.00472 499.99997 0.97 499.99997 0.978 15 408 filtered 100000
478 2 500 5 0.06932 295.97406 0.998 293.94916 1 20 619 raw 100000
428 2 500 0.5 0.00141 71.05396 0.878 70.87142 0.87 21 1309 raw 100000
287 4 500 10 0.00207 410.8599 0.924 411.11472 0.956 19 447 raw 100000
405 3 500 1 0.00153 127.4612 0.894 126.6502 0.89 18 550 raw 100000
480 2 500 50 0.08021 359.0175 1 365.27316 1 13 456 raw 100000
455 2 500 10 0.05811 468.07928 1 470.94296 0.998 23 444 filtered 100000
335 3 500 10 0.0016 485.12448 0.906 485.13968 0.866 20 579 filtered 100000
358 3 500 5 0.00204 338.52228 0.906 338.5754 0.942 22 727 raw 100000
453 2 500 1 0.06186 169.01526 1 170.3143 0.996 19 563 filtered 100000
407 3 500 10 0.00141 416.43225 0.904 415.56604 0.872 19 425 raw 100000
429 2 500 1 0.00179 127.45154 0.882 126.81164 0.906 25 1380 raw 100000
283 1 500 0.1 0.00203 13.3463125 0.798 13.289174 0.836 39 9222 raw 100000
192 4 500 50 0.0031 424.71036 0.962 430.7827 0.958 17 543 raw 100000
239 3 500 10 0.00235 407.972 0.946 408.05215 0.95 29 1302 raw 100000
301 5 100 0.1 0.00186 3.3257592 0.72 3.352358 0.75 13 829 filtered 100000
19 3 500 0.1 0.10082 12.165523 1 11.983861 1 35 5383 raw 100000
264 4 500 50 0.00231 499.9999 0.95 499.99997 0.908 12 336 filtered 100000
216 4 500 50 0.00259 499.99997 0.942 499.9999 0.938 14 469 filtered 100000
333 2 500 1 0.00183 182.4213 0.886 182.49525 0.886 24 1369 filtered 100000
67 1 500 0.1 0.01053 12.899456 0.994 12.885075 0.988 77 24815 raw 100000
334 4 500 5 0.00175 338.1848 0.912 339.70413 0.93 19 382 raw 100000
215 4 500 10 0.00299 485.09027 0.934 485.10837 0.918 22 646 filtered 100000
236 2 500 0.5 0.00254 103.53024 0.922 103.50302 0.922 25 2106 filtered 100000
456 2 500 50 0.06579 484.71683 0.996 470.9927 1 13 427 filtered 100000
383 3 500 10 0.00187 485.14365 0.866 485.09375 0.876 19 363 filtered 100000
311 4 500 10 0.00194 410.5434 0.928 408.01025 0.916 21 447 raw 100000
356 3 500 0.5 0.00164 71.54792 0.898 71.17912 0.89 26 838 raw 100000
261 2 500 1 0.0029 182.4333 0.924 182.43962 0.936 24 1951 filtered 100000
165 3 500 1 0.00404 182.28244 0.942 182.27045 0.964 23 1765 filtered 100000
359 3 500 10 0.00171 485.1512 0.888 485.13135 0.886 19 476 filtered 100000
379 1 500 0.1 0.0016 22.267023 0.792 22.27248 0.802 24 3247 filtered 100000
331 1 500 0.1 0.00161 22.25926 0.814 22.306763 0.822 24 3918 filtered 100000
141 4 500 1 0.00507 182.1649 0.982 182.23203 0.972 22 1330 filtered 100000
469 5 100 0.1 0.07173 2.0010273 1 2.0144112 1 9 484 raw 100000
360 3 500 50 0.00165 499.99997 0.886 500.0 0.864 12 320 filtered 100000
427 1 500 0.1 0.00129 22.301247 0.752 22.261908 0.746 20 2673 filtered 100000
288 4 500 50 0.00172 434.30777 0.918 433.4269 0.918 13 382 raw 100000
284 3 500 0.5 0.00199 71.10805 0.912 71.10482 0.912 21 1344 raw 100000
406 3 500 5 0.00133 341.2367 0.888 341.37646 0.868 19 580 raw 100000
263 4 500 10 0.00217 408.66333 0.946 410.9655 0.954 23 501 raw 100000
336 3 500 50 0.00195 499.99997 0.898 499.99997 0.912 13 459 filtered 100000
140 5 500 0.5 0.0048 103.31624 0.962 103.23839 0.97 23 1054 filtered 100000
430 3 500 5 0.00151 340.74457 0.896 342.97552 0.904 20 501 raw 100000
384 3 500 50 0.00135 436.09177 0.918 434.06345 0.902 13 442 raw 100000
479 2 500 10 0.07913 460.63416 0.998 457.16663 1 19 501 filtered 100000
403 2 500 0.1 0.00147 13.28674 0.746 13.319113 0.73 58 1779 raw 100000
190 4 500 5 0.00359 428.21216 0.96 428.22345 0.968 26 549 filtered 100000
188 3 500 0.5 0.00302 70.61906 0.95 70.86688 0.958 22 2080 raw 100000
404 3 500 0.5 0.0017 71.3615 0.908 71.51491 0.89 19 795 raw 100000
240 4 500 50 0.00271 499.99988 0.936 499.99997 0.944 12 411 filtered 100000
408 3 500 50 0.00146 434.7424 0.894 436.39224 0.898 13 377 raw 100000
476 2 500 0.5 0.08177 92.35533 0.998 93.3156 1 19 727 filtered 100000
163 1 500 0.1 0.00402 22.186115 0.93 22.187244 0.932 33 7224 filtered 100000
405 3 500 1 0.00153 182.445 0.854 182.48177 0.86 18 498 filtered 100000
168 5 500 50 0.00384 499.99997 0.974 500.0 0.952 13 531 filtered 100000
238 5 500 5 0.00198 336.12424 0.956 336.9463 0.948 19 477 raw 100000
287 4 500 10 0.00207 485.1246 0.894 485.13068 0.924 19 470 filtered 100000
262 5 500 5 0.00261 339.30484 0.94 338.35455 0.94 20 443 raw 100000
312 4 500 50 0.00198 433.6976 0.926 432.0223 0.942 14 406 raw 100000
167 5 500 10 0.0041 401.65445 0.982 402.4892 0.98 23 808 raw 100000
478 2 500 5 0.06932 406.26224 0.998 407.39594 1 20 620 filtered 100000
469 5 100 0.1 0.07173 2.9928653 1 2.9882734 1 10 490 filtered 100000
143 4 500 10 0.00533 485.05844 0.988 485.05453 0.976 31 1314 filtered 100000
480 2 500 50 0.08021 470.9858 1 476.28647 1 13 453 filtered 100000
407 3 500 10 0.00141 485.08575 0.884 485.1186 0.852 19 415 filtered 100000
91 4 500 0.1 0.0073 13.234615 0.97 13.251855 0.962 36 2927 raw 100000
191 4 500 10 0.00301 485.11783 0.948 485.0409 0.924 19 824 filtered 100000
334 4 500 5 0.00175 428.46417 0.87 428.44247 0.904 19 356 filtered 100000
115 2 500 0.1 0.00568 22.130585 0.958 22.11681 0.962 28 4404 filtered 100000
358 3 500 5 0.00204 428.45084 0.886 428.5059 0.912 22 651 filtered 100000
285 3 500 1 0.00205 127.46686 0.928 127.21299 0.932 21 1485 raw 100000
310 4 500 5 0.00185 339.65857 0.93 337.89508 0.932 25 468 raw 100000
308 3 500 0.5 0.00202 71.27425 0.926 71.11093 0.904 22 1434 raw 100000
357 3 500 1 0.00158 127.4481 0.898 127.26544 0.9 21 1060 raw 100000
311 4 500 10 0.00194 485.13895 0.898 485.12247 0.884 20 465 filtered 100000
117 2 500 1 0.00572 182.05495 0.974 181.9637 0.976 36 4237 filtered 100000
477 2 500 1 0.0782 114.24716 1 115.06084 0.994 21 1202 raw 100000
164 4 500 0.5 0.00367 103.40181 0.976 103.40108 0.952 23 1233 filtered 100000
309 4 500 1 0.00209 127.31676 0.92 126.77935 0.926 25 645 raw 100000
189 4 500 1 0.00339 125.79181 0.948 126.15364 0.954 21 1306 raw 100000
428 2 500 0.5 0.00141 103.55114 0.852 103.52653 0.868 21 1190 filtered 100000
454 3 500 5 0.05506 292.32266 1 300.32745 1 19 467 raw 100000
24 5 500 50 0.11223 364.60193 0.998 348.6154 1 35 497 raw 100000
432 3 500 50 0.00142 439.3411 0.904 435.99716 0.908 13 395 raw 100000
192 4 500 50 0.0031 499.99997 0.946 499.9999 0.944 16 543 filtered 100000
214 3 500 5 0.00291 336.07657 0.958 336.6016 0.968 33 1876 raw 100000
93 5 500 1 0.00638 182.00528 0.97 181.946 0.968 30 1473 filtered 100000
380 2 500 0.5 0.00146 103.55238 0.854 103.55807 0.866 20 1496 filtered 100000
356 3 500 0.5 0.00164 103.59594 0.87 103.54503 0.87 26 786 filtered 100000
382 2 500 5 0.00178 428.41953 0.884 428.29443 0.87 25 1157 filtered 100000
430 3 500 5 0.00151 428.475 0.858 428.5184 0.874 20 463 filtered 100000
431 3 500 10 0.00169 415.32767 0.888 414.1946 0.912 23 612 raw 100000
288 4 500 50 0.00172 500.0 0.888 499.9999 0.886 14 386 filtered 100000
